"Relative Time (Process)","polished-sweep-6 - _step","polished-sweep-6 - _step__MIN","polished-sweep-6 - _step__MAX","polished-sweep-6 - Regret","polished-sweep-6 - Regret__MIN","polished-sweep-6 - Regret__MAX","feasible-sweep-5 - _step","feasible-sweep-5 - _step__MIN","feasible-sweep-5 - _step__MAX","feasible-sweep-5 - Regret","feasible-sweep-5 - Regret__MIN","feasible-sweep-5 - Regret__MAX","sunny-sweep-4 - _step","sunny-sweep-4 - _step__MIN","sunny-sweep-4 - _step__MAX","sunny-sweep-4 - Regret","sunny-sweep-4 - Regret__MIN","sunny-sweep-4 - Regret__MAX","earthy-sweep-3 - _step","earthy-sweep-3 - _step__MIN","earthy-sweep-3 - _step__MAX","earthy-sweep-3 - Regret","earthy-sweep-3 - Regret__MIN","earthy-sweep-3 - Regret__MAX","light-sweep-2 - _step","light-sweep-2 - _step__MIN","light-sweep-2 - _step__MAX","light-sweep-2 - Regret","light-sweep-2 - Regret__MIN","light-sweep-2 - Regret__MAX"
"29.29149842262268","","","","","","","","","","","","","","","","","","","","","","","","","806","806","806","0.09048621805924353","0.09048621805924353","0.09048621805924353"
"29.75730323791504","","","","","","","","","","","","","","","","","","","806","806","806","0.0953892573149719","0.0953892573149719","0.0953892573149719","","","","","",""
"29.785318613052368","","","","","","","806","806","806","0.0963950089571726","0.0963950089571726","0.0963950089571726","","","","","","","","","","","","","","","","","",""
"30.361538410186768","","","","","","","","","","","","","806","806","806","0.09824936354748012","0.09824936354748012","0.09824936354748012","","","","","","","","","","","",""
"34.39798164367676","806","806","806","0.10491246817705971","0.10491246817705971","0.10491246817705971","","","","","","","","","","","","","","","","","","","","","","","",""
"36.12019348144531","","","","","","","","","","","","","","","","","","","","","","","","","1128","1128","1128","0.08932331772294898","0.08932331772294898","0.08932331772294898"
"36.58409571647644","","","","","","","","","","","","","","","","","","","1128","1128","1128","0.09296916742592648","0.09296916742592648","0.09296916742592648","","","","","",""
"36.90136098861694","","","","","","","1128","1128","1128","0.09702360373354803","0.09702360373354803","0.09702360373354803","","","","","","","","","","","","","","","","","",""
"37.341861963272095","","","","","","","","","","","","","1128","1128","1128","0.09787220668165486","0.09787220668165486","0.09787220668165486","","","","","","","","","","","",""
"41.535645961761475","1128","1128","1128","0.10871546657413107","0.10871546657413107","0.10871546657413107","","","","","","","","","","","","","","","","","","","","","","","",""
"43.06041860580444","","","","","","","","","","","","","","","","","","","","","","","","","1450","1450","1450","0.08740610365500391","0.08740610365500391","0.08740610365500391"
"43.33813166618347","","","","","","","","","","","","","","","","","","","1450","1450","1450","0.08913473929003635","0.08913473929003635","0.08913473929003635","","","","","",""
"44.153159379959106","","","","","","","1450","1450","1450","0.09428921630982925","0.09428921630982925","0.09428921630982925","","","","","","","","","","","","","","","","","",""
"44.386500120162964","","","","","","","","","","","","","1450","1450","1450","0.09381777037403333","0.09381777037403333","0.09381777037403333","","","","","","","","","","","",""
"48.61398983001709","1450","1450","1450","0.10472388974414708","0.10472388974414708","0.10472388974414708","","","","","","","","","","","","","","","","","","","","","","","",""
"49.910712480545044","","","","","","","","","","","","","","","","","","","","","","","","","1772","1772","1772","0.08809755790901688","0.08809755790901688","0.08809755790901688"
"50.248122215270996","","","","","","","","","","","","","","","","","","","1772","1772","1772","0.09026620988751212","0.09026620988751212","0.09026620988751212","","","","","",""
"51.313066720962524","","","","","","","1772","1772","1772","0.09991513970487502","0.09991513970487502","0.09991513970487502","","","","","","","","","","","","","","","","","",""
"51.48897171020508","","","","","","","","","","","","","1772","1772","1772","0.0957349844419784","0.0957349844419784","0.0957349844419784","","","","","","","","","","","",""
"55.79380679130554","1772","1772","1772","0.10510104660997234","0.10510104660997234","0.10510104660997234","","","","","","","","","","","","","","","","","","","","","","","",""
"56.955198526382446","","","","","","","","","","","","","","","","","","","","","","","","","2094","2094","2094","0.08834899581956705","0.08834899581956705","0.08834899581956705"
"57.18637251853943","","","","","","","","","","","","","","","","","","","2094","2094","2094","0.09281201873183263","0.09281201873183263","0.09281201873183263","","","","","",""
"58.63071155548096","","","","","","","2094","2094","2094","0.09570355470315962","0.09570355470315962","0.09570355470315962","","","","","","","","","","","","","","","","","",""
"58.68376708030701","","","","","","","","","","","","","2094","2094","2094","0.09331489455293297","0.09331489455293297","0.09331489455293297","","","","","","","","","","","",""
"63.27836894989014","2094","2094","2094","0.10060659395888799","0.10060659395888799","0.10060659395888799","","","","","","","","","","","","","","","","","","","","","","","",""
"63.92073154449463","","","","","","","","","","","","","","","","","","","","","","","","","2416","2416","2416","0.08674607913980971","0.08674607913980971","0.08674607913980971"
"64.20504689216614","","","","","","","","","","","","","","","","","","","2416","2416","2416","0.09215199421663843","0.09215199421663843","0.09215199421663843","","","","","",""
"65.90535497665405","","","","","","","2416","2416","2416","0.0913976804849879","0.0913976804849879","0.0913976804849879","","","","","","","","","","","","","","","","","",""
"65.91273808479309","","","","","","","","","","","","","2416","2416","2416","0.09554640600906576","0.09554640600906576","0.09554640600906576","","","","","","","","","","","",""
"70.54184556007385","2416","2416","2416","0.09774648772637977","0.09774648772637977","0.09774648772637977","","","","","","","","","","","","","","","","","","","","","","","",""
"70.91991829872131","","","","","","","","","","","","","","","","","","","","","","","","","2738","2738","2738","0.08750039287146022","0.08750039287146022","0.08750039287146022"
"71.31279802322388","","","","","","","","","","","","","","","","","","","2738","2738","2738","0.08982619354404932","0.08982619354404932","0.08982619354404932","","","","","",""
"73.19178819656372","","","","","","","","","","","","","2738","2738","2738","0.09520067888205927","0.09520067888205927","0.09520067888205927","","","","","","","","","","","",""
"73.41331195831299","","","","","","","2738","2738","2738","0.09227771317191351","0.09227771317191351","0.09227771317191351","","","","","","","","","","","","","","","","","",""
"77.75648951530457","2738","2738","2738","0.10214665116100781","0.10214665116100781","0.10214665116100781","","","","","","","","","","","","","","","","","","","","","","","",""
"77.95758104324341","","","","","","","","","","","","","","","","","","","","","","","","","3060","3060","3060","0.08640035201280322","0.08640035201280322","0.08640035201280322"
"78.6330018043518","","","","","","","","","","","","","","","","","","","3060","3060","3060","0.09221485369427597","0.09221485369427597","0.09221485369427597","","","","","",""
"80.40621852874756","","","","","","","","","","","","","3060","3060","3060","0.09523210862087804","0.09523210862087804","0.09523210862087804","","","","","","","","","","","",""
"80.98234558105469","","","","","","","3060","3060","3060","0.09689788477827294","0.09689788477827294","0.09689788477827294","","","","","","","","","","","","","","","","","",""
"82.86698698997498","","","","","","","","","","","","","","","","","","","","","","","","","3222","3222","3222","0.08699751705035988","0.08699751705035988","0.08699751705035988"
"84.37049698829651","","","","","","","","","","","","","","","","","","","3222","3222","3222","0.08866329320775478","0.08866329320775478","0.08866329320775478","","","","","",""
"84.90474939346313","3060","3060","3060","0.10176949429518255","0.10176949429518255","0.10176949429518255","","","","","","","","","","","","","","","","","","","","","","","",""
"85.6961920261383","","","","","","","","","","","","","3222","3222","3222","0.09991513970487502","0.09991513970487502","0.09991513970487502","","","","","","","","","","","",""
"86.33488869667053","","","","","","","3222","3222","3222","0.09114624257443774","0.09114624257443774","0.09114624257443774","","","","","","","","","","","","","","","","","",""
"89.97393155097961","3222","3222","3222","0.1000408586601501","0.1000408586601501","0.1000408586601501","","","","","","","","","","","","","","","","","","","","","","","",""
