"Relative Time (Process)","pleasant-sweep-6 - _step","pleasant-sweep-6 - _step__MIN","pleasant-sweep-6 - _step__MAX","pleasant-sweep-6 - Regret","pleasant-sweep-6 - Regret__MIN","pleasant-sweep-6 - Regret__MAX","morning-sweep-5 - _step","morning-sweep-5 - _step__MIN","morning-sweep-5 - _step__MAX","morning-sweep-5 - Regret","morning-sweep-5 - Regret__MIN","morning-sweep-5 - Regret__MAX","cosmic-sweep-4 - _step","cosmic-sweep-4 - _step__MIN","cosmic-sweep-4 - _step__MAX","cosmic-sweep-4 - Regret","cosmic-sweep-4 - Regret__MIN","cosmic-sweep-4 - Regret__MAX","swept-sweep-3 - _step","swept-sweep-3 - _step__MIN","swept-sweep-3 - _step__MAX","swept-sweep-3 - Regret","swept-sweep-3 - Regret__MIN","swept-sweep-3 - Regret__MAX","still-sweep-2 - _step","still-sweep-2 - _step__MIN","still-sweep-2 - _step__MAX","still-sweep-2 - Regret","still-sweep-2 - Regret__MIN","still-sweep-2 - Regret__MAX"
"26.46122717857361","","","","","","","","","","","","","","","","","","","","","","","","","1450","1450","1450","0.07292379997677087","0.07292379997677087","0.07292379997677087"
"26.864521503448486","","","","","","","1450","1450","1450","0.08512038162863263","0.08512038162863263","0.08512038162863263","","","","","","","","","","","","","","","","","",""
"27.03937578201294","","","","","","","","","","","","","","","","","","","1450","1450","1450","0.0797556828853001","0.0797556828853001","0.0797556828853001","","","","","",""
"29.08917784690857","1450","1450","1450","0.08597165520433149","0.08597165520433149","0.08597165520433149","","","","","","","","","","","","","","","","","","","","","","","",""
"29.646789073944092","","","","","","","","","","","","","1450","1450","1450","0.07803204477368202","0.07803204477368202","0.07803204477368202","","","","","","","","","","","",""
"30.37239360809326","","","","","","","","","","","","","","","","","","","","","","","","","1772","1772","1772","0.06893313750546165","0.06893313750546165","0.06893313750546165"
"30.861852645874023","","","","","","","1772","1772","1772","0.07751266214617614","0.07751266214617614","0.07751266214617614","","","","","","","","","","","","","","","","","",""
"31.004984617233276","","","","","","","","","","","","","","","","","","","1772","1772","1772","0.07651180539536448","0.07651180539536448","0.07651180539536448","","","","","",""
"33.053751707077026","1772","1772","1772","0.09053313390781348","0.09053313390781348","0.09053313390781348","","","","","","","","","","","","","","","","","","","","","","","",""
"33.58988618850708","","","","","","","","","","","","","1772","1772","1772","0.07779351658060907","0.07779351658060907","0.07779351658060907","","","","","","","","","","","",""
"34.29513883590698","","","","","","","","","","","","","","","","","","","","","","","","","2094","2094","2094","0.07388892779354632","0.07388892779354632","0.07388892779354632"
"34.87257170677185","","","","","","","2094","2094","2094","0.0808481268907068","0.0808481268907068","0.0808481268907068","","","","","","","","","","","","","","","","","",""
"34.940789461135864","","","","","","","","","","","","","","","","","","","2094","2094","2094","0.07483666230495478","0.07483666230495478","0.07483666230495478","","","","","",""
"37.09693098068237","2094","2094","2094","0.08423442464583833","0.08423442464583833","0.08423442464583833","","","","","","","","","","","","","","","","","","","","","","","",""
"37.614030599594116","","","","","","","","","","","","","2094","2094","2094","0.08461570619026307","0.08461570619026307","0.08461570619026307","","","","","","","","","","","",""
"38.217060565948486","","","","","","","","","","","","","","","","","","","","","","","","","2416","2416","2416","0.07273282874022359","0.07273282874022359","0.07273282874022359"
"38.85976839065552","","","","","","","2416","2416","2416","0.08273078731862366","0.08273078731862366","0.08273078731862366","","","","","","","","","","","","","","","","","",""
"38.87753391265869","","","","","","","","","","","","","","","","","","","2416","2416","2416","0.07533507392387807","0.07533507392387807","0.07533507392387807","","","","","",""
"41.408249378204346","2416","2416","2416","0.08546246928678114","0.08546246928678114","0.08546246928678114","","","","","","","","","","","","","","","","","","","","","","","",""
"41.624683141708374","","","","","","","","","","","","","2416","2416","2416","0.07733657833871808","0.07733657833871808","0.07733657833871808","","","","","","","","","","","",""
"42.0579879283905","","","","","","","","","","","","","","","","","","","","","","","","","2738","2738","2738","0.07890799612836058","0.07890799612836058","0.07890799612836058"
"42.82259964942932","","","","","","","","","","","","","","","","","","","2738","2738","2738","0.07956493561296317","0.07956493561296317","0.07956493561296317","","","","","",""
"42.92479920387268","","","","","","","2738","2738","2738","0.08603714336598685","0.08603714336598685","0.08603714336598685","","","","","","","","","","","","","","","","","",""
"45.63657879829407","2738","2738","2738","0.08550540742385207","0.08550540742385207","0.08550540742385207","","","","","","","","","","","","","","","","","","","","","","","",""
"45.684080839157104","","","","","","","","","","","","","2738","2738","2738","0.087394121019684","0.087394121019684","0.087394121019684","","","","","","","","","","","",""
"45.977954626083374","","","","","","","","","","","","","","","","","","","","","","","","","3060","3060","3060","0.07617268433481997","0.07617268433481997","0.07617268433481997"
"46.864551067352295","","","","","","","","","","","","","","","","","","","3060","3060","3060","0.07844997902097561","0.07844997902097561","0.07844997902097561","","","","","",""
"46.95387315750122","","","","","","","3060","3060","3060","0.07795234039164572","0.07795234039164572","0.07795234039164572","","","","","","","","","","","","","","","","","",""
"48.64850091934204","","","","","","","","","","","","","","","","","","","","","","","","","3222","3222","3222","0.06950095589800186","0.06950095589800186","0.06950095589800186"
"49.64924740791321","","","","","","","","","","","","","","","","","","","3222","3222","3222","0.07955498385698127","0.07955498385698127","0.07955498385698127","","","","","",""
"49.699830770492554","","","","","","","","","","","","","3060","3060","3060","0.08633654964630345","0.08633654964630345","0.08633654964630345","","","","","","","","","","","",""
"49.74945545196533","","","","","","","3222","3222","3222","0.07453919043205066","0.07453919043205066","0.07453919043205066","","","","","","","","","","","","","","","","","",""
"49.91154479980469","3060","3060","3060","0.08317869557580272","0.08317869557580272","0.08317869557580272","","","","","","","","","","","","","","","","","","","","","","","",""
"52.46899223327637","","","","","","","","","","","","","3222","3222","3222","0.08150007852576509","0.08150007852576509","0.08150007852576509","","","","","","","","","","","",""
"52.960702657699585","3222","3222","3222","0.09046344372718909","0.09046344372718909","0.09046344372718909","","","","","","","","","","","","","","","","","","","","","","","",""
