"Relative Time (Process)","northern-sweep-6 - _step","northern-sweep-6 - _step__MIN","northern-sweep-6 - _step__MAX","northern-sweep-6 - Regret","northern-sweep-6 - Regret__MIN","northern-sweep-6 - Regret__MAX","peach-sweep-5 - _step","peach-sweep-5 - _step__MIN","peach-sweep-5 - _step__MAX","peach-sweep-5 - Regret","peach-sweep-5 - Regret__MIN","peach-sweep-5 - Regret__MAX","legendary-sweep-4 - _step","legendary-sweep-4 - _step__MIN","legendary-sweep-4 - _step__MAX","legendary-sweep-4 - Regret","legendary-sweep-4 - Regret__MIN","legendary-sweep-4 - Regret__MAX","jumping-sweep-3 - _step","jumping-sweep-3 - _step__MIN","jumping-sweep-3 - _step__MAX","jumping-sweep-3 - Regret","jumping-sweep-3 - Regret__MIN","jumping-sweep-3 - Regret__MAX","snowy-sweep-2 - _step","snowy-sweep-2 - _step__MIN","snowy-sweep-2 - _step__MAX","snowy-sweep-2 - Regret","snowy-sweep-2 - Regret__MIN","snowy-sweep-2 - Regret__MAX"
"23.15703320503235","","","","","","","","","","","","","806","806","806","0.07438606586905055","0.07438606586905055","0.07438606586905055","","","","","","","","","","","",""
"23.33093523979187","1128","1128","1128","0.09117383761751552","0.09117383761751552","0.09117383761751552","","","","","","","","","","","","","","","","","","","","","","","",""
"23.859978914260864","","","","","","","806","806","806","0.08659890508627396","0.08659890508627396","0.08659890508627396","","","","","","","","","","","","","","","","","",""
"24.337913274765015","","","","","","","","","","","","","","","","","","","1128","1128","1128","0.078005038920913","0.078005038920913","0.078005038920913","","","","","",""
"26.991374969482422","","","","","","","","","","","","","","","","","","","","","","","","","1128","1128","1128","0.07621250832152607","0.07621250832152607","0.07621250832152607"
"27.119738578796387","","","","","","","","","","","","","1128","1128","1128","0.07766008586791634","0.07766008586791634","0.07766008586791634","","","","","","","","","","","",""
"27.287297248840332","1450","1450","1450","0.09031898498697252","0.09031898498697252","0.09031898498697252","","","","","","","","","","","","","","","","","","","","","","","",""
"27.852962255477905","","","","","","","1128","1128","1128","0.08972988352719033","0.08972988352719033","0.08972988352719033","","","","","","","","","","","","","","","","","",""
"28.239322662353516","","","","","","","","","","","","","","","","","","","1450","1450","1450","0.07836779750823157","0.07836779750823157","0.07836779750823157","","","","","",""
"30.964287281036377","","","","","","","","","","","","","","","","","","","","","","","","","1450","1450","1450","0.07472646811511038","0.07472646811511038","0.07472646811511038"
"31.078818559646606","","","","","","","","","","","","","1450","1450","1450","0.0776688531838292","0.0776688531838292","0.0776688531838292","","","","","","","","","","","",""
"31.340499877929688","1772","1772","1772","0.0956695193009203","0.0956695193009203","0.0956695193009203","","","","","","","","","","","","","","","","","","","","","","","",""
"31.816286325454712","","","","","","","1450","1450","1450","0.08969991222375426","0.08969991222375426","0.08969991222375426","","","","","","","","","","","","","","","","","",""
"32.168222427368164","","","","","","","","","","","","","","","","","","","1772","1772","1772","0.07993548650455104","0.07993548650455104","0.07993548650455104","","","","","",""
"34.91509246826172","","","","","","","","","","","","","","","","","","","","","","","","","1772","1772","1772","0.07351980991385802","0.07351980991385802","0.07351980991385802"
"35.05603790283203","","","","","","","","","","","","","1772","1772","1772","0.07939311071169092","0.07939311071169092","0.07939311071169092","","","","","","","","","","","",""
"35.3729362487793","2094","2094","2094","0.08750881548483949","0.08750881548483949","0.08750881548483949","","","","","","","","","","","","","","","","","","","","","","","",""
"35.76042890548706","","","","","","","1772","1772","1772","0.07835270304023269","0.07835270304023269","0.07835270304023269","","","","","","","","","","","","","","","","","",""
"36.080148696899414","","","","","","","","","","","","","","","","","","","2094","2094","2094","0.07906477594779118","0.07906477594779118","0.07906477594779118","","","","","",""
"38.832908153533936","","","","","","","","","","","","","","","","","","","","","","","","","2094","2094","2094","0.07627284753451923","0.07627284753451923","0.07627284753451923"
"39.23332643508911","","","","","","","","","","","","","2094","2094","2094","0.07878420339258493","0.07878420339258493","0.07878420339258493","","","","","","","","","","","",""
"39.3844256401062","2416","2416","2416","0.08617080445919893","0.08617080445919893","0.08617080445919893","","","","","","","","","","","","","","","","","","","","","","","",""
"39.70175623893738","","","","","","","2094","2094","2094","0.07756547367171691","0.07756547367171691","0.07756547367171691","","","","","","","","","","","","","","","","","",""
"39.99112129211426","","","","","","","","","","","","","","","","","","","2416","2416","2416","0.07341400273272553","0.07341400273272553","0.07341400273272553","","","","","",""
"42.672823429107666","","","","","","","","","","","","","","","","","","","","","","","","","2416","2416","2416","0.07312923031885743","0.07312923031885743","0.07312923031885743"
"43.28789663314819","","","","","","","","","","","","","2416","2416","2416","0.0819510735185536","0.0819510735185536","0.0819510735185536","","","","","","","","","","","",""
"43.37414240837097","2738","2738","2738","0.08249464018930798","0.08249464018930798","0.08249464018930798","","","","","","","","","","","","","","","","","","","","","","","",""
"43.689093589782715","","","","","","","2416","2416","2416","0.0836690643560513","0.0836690643560513","0.0836690643560513","","","","","","","","","","","","","","","","","",""
"43.924041509628296","","","","","","","","","","","","","","","","","","","2738","2738","2738","0.08082624603123474","0.08082624603123474","0.08082624603123474","","","","","",""
"46.536991596221924","","","","","","","","","","","","","","","","","","","","","","","","","2738","2738","2738","0.07483726499541775","0.07483726499541775","0.07483726499541775"
"47.32632851600647","","","","","","","","","","","","","2738","2738","2738","0.07524437311752565","0.07524437311752565","0.07524437311752565","","","","","","","","","","","",""
"47.40554857254028","3060","3060","3060","0.0913559533165827","0.0913559533165827","0.0913559533165827","","","","","","","","","","","","","","","","","","","","","","","",""
"47.74120235443115","","","","","","","2738","2738","2738","0.08381847865951174","0.08381847865951174","0.08381847865951174","","","","","","","","","","","","","","","","","",""
"47.88018345832825","","","","","","","","","","","","","","","","","","","3060","3060","3060","0.07820904298306565","0.07820904298306565","0.07820904298306565","","","","","",""
"50.225757122039795","3222","3222","3222","0.10343037097742773","0.10343037097742773","0.10343037097742773","","","","","","","","","","","","","","","","","","","","","","","",""
"50.402653217315674","","","","","","","","","","","","","","","","","","","","","","","","","3060","3060","3060","0.07299105242943671","0.07299105242943671","0.07299105242943671"
"50.56169557571411","","","","","","","","","","","","","","","","","","","3222","3222","3222","0.07892518257678018","0.07892518257678018","0.07892518257678018","","","","","",""
"51.25992727279663","","","","","","","","","","","","","3060","3060","3060","0.079371855240592","0.079371855240592","0.079371855240592","","","","","","","","","","","",""
"51.74643564224243","","","","","","","3060","3060","3060","0.08106311263963605","0.08106311263963605","0.08106311263963605","","","","","","","","","","","","","","","","","",""
"53.135233640670776","","","","","","","","","","","","","","","","","","","","","","","","","3222","3222","3222","0.07310000032250982","0.07310000032250982","0.07310000032250982"
"54.00397443771362","","","","","","","","","","","","","3222","3222","3222","0.08476705494193383","0.08476705494193383","0.08476705494193383","","","","","","","","","","","",""
"54.50106143951416","","","","","","","3222","3222","3222","0.080617335977597","0.080617335977597","0.080617335977597","","","","","","","","","","","","","","","","","",""
